left,izquierda,kite,links,gauche,غادر,왼쪽,левый
leg,pierna,janm,Bein,jambe,رجل,다리,нога
legacy,legado,eritaj,Vermächtnis,héritage,إرث,유산,наследие
legal,legal,legal,legal,légal,قانوني,합법적인,юридический
legend,leyenda,lejand,Legende,légende,أسطورة,전설,легенда
legislation,legislación,lejislasyon,Gesetzgebung,législation,تشريع,법률 제정,законодательство
legitimate,legítimo,lejitim,legitim,légitime,شرعي,정당한,законный
lemon,limón,sitwon,Zitrone,citron,ليمون,레몬,лимон
length,longitud,longè,Länge,longueur,طول,길이,длина
less,menos,mwens,weniger,moins,أقل,더 적은,меньше
lesson,lección,leson,Lektion,leçon,درس,수업,урок
let,dejar,kite,lassen,laisser,يترك,허락하다,позволять
letter,carta,lèt,Brief,lettre,خطاب,편지,письмо
level,nivel,nivo,Ebene,niveau,مستوى,수준,уровень
liberal,liberal,liberal,Liberale,libéral,ليبرالية,많은,либеральный
library,biblioteca,bibliyotèk,Bibliothek,bibliothèque,مكتبة,도서관,библиотека
license,licencia,lisans,Lizenz,Licence,رخصة,특허,лицензия
lie,mentir,bay manti,Lüge,mensonge,كذب,거짓말하다,ложь
life,vida,lavi,Leben,vie,حياة,삶,жизнь
lifestyle,estilo de vida,fòm,Lebensstil,mode de vie,نمط الحياة,생활 양식,Стиль жизни
lifetime,toda la vida,pou tout lavi,Lebensdauer,durée de vie,حياة,일생,продолжительность жизни
lift,elevar,leve,Aufzug,ascenseur,يرفع,승강기,поднимать
light,luz,limyè,Licht,lumière,ضوء,빛,свет
like,como,tankou,wie,comme,يحب,좋다,нравиться
likely,probable,gen anpil chans,wahrscheinlich,probable,محتمل,~할 것 같은,вероятный
limit,límite,limit,Grenze,limite,حد,한계,предел
limitation,limitación,limitasyon,Einschränkung,limitation,القيد,한정,ограничение
limited,limitado,limite,begrenzt,limité,محدود,제한된,ограниченное
line,línea,liy,Linie,doubler,خط,선,линия
link,enlace,lyen,Verknüpfung,lien,وصلة,링크,связь
lip,labio,lèv,Lippe,lèvre,شفة,말뿐인,губа
list,lista,lis,Liste,liste,قائمة,목록,список
listen,escuchar,koute,Hören,écouter,يستمع,듣다,слушать
literally,literalmente,literalman,buchstäblich,littéralement,حرفياً,문자 그대로,буквально
literary,literario,literè,literarisch,littéraire,الأدبية,문호,литературный
literature,literatura,literati,Literatur,littérature,الأدب,문학,литература
little,pequeño,ti kras,wenig,petit,قليل,작은,маленький
live,vivir,viv,live,en direct,يعيش,살다,жить
living,viviendo,k ap viv,Leben,vie,معيشة,생활,жизнь
load,carga,chaj,Belastung,charger,حمولة,짐,нагрузка
loan,préstamo,prè,Darlehen,prêt,يُقرض,대출,заем
local,local,lokal,lokal,locale,محلي,현지의,местный
locate,localizar,lokalize,Lokalisieren,Localiser,حدد,위치하고 있다,найти
location,ubicación,kote,Standort,emplacement,موقع,위치,расположение
lock,cerrar,fèmen,sperren,verrouillage,قفل,잠그다,замок
long,largo,lontan,lang,long,طويل,긴,длинный
long-term,a largo plazo,alontèm,langfristig,long terme,طويل الأمد,장기간,долгосрочный
look,mirar,gade,sehen,regarder,ينظر,바라보다,смотреть
loose,perder,ki lach,lose,lâche,مرتخي,헐렁한,свободный
lose,perder,pèdi,verlieren,perdre,يخسر,잃다,терять
loss,pérdida,pèt,Verlust,perte,خسارة,손실,потеря
lost,perdido,pèdi,verloren,perdu,ضائع,잃어버린,потерянный
lot,lote,lot,viel,parcelle,كثير,많은,много
lots,lotes,anpil,viele,beaucoup,الكثير,많이,много
loud,alto,byen fò,laut,fort,عالي,시끄러운,громкий
love,amar,renmen,Liebe,amour,حب,사랑,любовь
lovely,hermoso,bèl,schön,beau,محبوب,사랑스러운,прекрасный
lover,amante,lover,Liebhaber,amoureux,عاشق,애인,возлюбленный
low,bajo,ba,niedrig,faible,قليل,낮은,низкий
lower,más bajo,pi ba,untere,inférieur,أدنى,낮추다,ниже
luck,suerte,chans,Glück,chance,حظ,운,удача
lucky,afortunado,chans,glücklich,chanceux,محظوظ,운이 좋은,удачливый
lunch,almuerzo,manje midi,Mittagessen,déjeuner,غداء,점심,обед
lung,pulmón,poumon,Lunge,poumon,رئة,폐,легкое
machine,máquina,machin,Maschine,machine,آلة,기계,машина
mad,enojado,fache,verrückt,fou,مجنون,미친,безумный
magazine,revista,magazin,Zeitschrift,revue,مجلة,잡지,журнал
mail,correo,lapòs,Post,mail,بريد,우편,почта
main,principal,prensipal,hauptsächlich,principal,رئيسي,기본,основной
mainly,principalmente,sitou,hauptsächlich,principalement,خاصة,주로,в основном
maintain,mantener,kenbe,pflegen,maintenir,يحافظ على,유지하다,поддерживать
maintenance,mantenimiento,antretyen,Wartung,entretien,صيانة,유지,обслуживание
major,importante,pi gwo,wesentlich,majeur,رئيسي,주요한,главный
majority,mayoría,majorite,mehrheitlich,majorité,غالبية,다수,большинство
make,hacer,fè,machen,faire,يصنع,만들다,делать
maker,fabricante,maker,Hersteller,fabricant,صانع,만드는 사람,создатель
makeup,constituir,Makiyaj,bilden,se maquiller,ماكياج,조립,составить
male,masculino,gason,männlich,mâle,ذكر,남성,мужской
mall,centro comercial,sant komèsyal,Einkaufszentrum,centre commercial,مجمع تجاري,쇼핑 센터,торговый центр
man,hombre,nonm,Mann,homme,رجل,남성,мужчина
manage,administrar,jere,verwalten,gérer,يدير,관리하다,управлять
management,gestión,jesyon,Management,gestion,إدارة,관리,управление
manager,gerente,manadjè,Manager,directeur,مدير,관리자,менеджер
manner,manera,fason,Benehmen,manière,طريقة,방법,манера
manufacturer,fabricante,manifakti,Hersteller,fabricant,الصانع,제조업체,производитель
manufacturing,fabricación,manifakti,Herstellung,fabrication,تصنيع,조작,производство
many,muchos,anpil,viele,beaucoup,كثير,많은,много
map,mapa,kat jeyografik,Karte,carte,خريطة,지도,карта
margin,margen,maj,Marge,marge,هامِش,여유,допуск
mark,marca,make,markieren,marque,علامة,표시,отметка
market,mercado,mache,Markt,marché,سوق,시장,рынок
marketing,marketing,maketing,Marketing,commercialisation,تسويق,마케팅,маркетинг
marriage,casamiento,maryaj,Hochzeit,mariage,زواج,결혼,свадьба
married,casado,marye,verheiratet,marié,متزوج,기혼,женатый
marry,casar,marye,heiraten,marier,الزواج,결혼하다,выйти замуж
mask,mascarilla,mask,Maske,masque,قناع,마스크,маска
mass,masa,mas,Masse,masse,كتلة,대량의,масса
massive,masivo,masiv,fest,massif,جَسِيم,엄청난,массивный
master,maestro,mèt,Meister,maître,يتقن,주인,владелец
match,fósforo,match,übereinstimmen,correspondre,مباراة,성냥,соответствовать
material,material,materyèl,Material,matériel,مادة,재료,материал
math,matemáticas,matematik,Mathematik,mathématiques,الرياضيات,수학,математика
matter,asunto,matyè,Gegenstand,matière,موضوع,문제,иметь значение
may,puede,me,Mai,peut,يمكن,5월,может
maybe,tal vez,petèt,Vielleicht,peut être,ربما,아마도,может быть
mayor,alcalde,majistra,Bürgermeister,maire,عمدة,시장,мэр
me,a mí,mwen,Mich,moi,أنا,나,мне
meal,comida,repa,Mahlzeit,repas,وجبة,식사,еда
mean,significar,vle di,bedeuten,signifier,يقصد,평균,иметь в виду
meaning,significado,siyifikasyon,Bedeutung,signification,معنى,의미,значение
meanwhile,mientras tanto,pandan se tan,in der Zwischenzeit,entre-temps,في أثناء,그 동안에,тем временем
measure,medida,mezi,messen,mesure,يقيس,측정하다,мера
measurement,medición,mezi,Messung,la mesure,قياس,측정,измерение
meat,carne,vyann,Fleisch,viande,لحمة,고기,мясо
mechanism,mecanismo,mekanis,Mechanismus,mécanisme,آلية,기구,механизм
media,medios de comunicación,medya,Medien,médias,وسائط,미디어,СМИ
medical,médico,medikal,medizinisch,médical,طبي,의료,медицинский
medication,medicamento,medikaman,Medikamente,médicament,دواء,약물,медикамент
medicine,medicamento,remèd,Medizin,médecine,الدواء,약,лекарство
medium,medio,mwayen,Mittel,moyen,واسطة,중간,середина
meet,encontrarse,rankontre,treffen,rencontrer,يقابل,만나다,встретиться
meeting,reunión,reyinyon,treffen,réunion,مقابلة,회의,встреча
member,miembro,manm,Mitglied,membre,عضو,회원,член
membership,afiliación,manm,Mitgliedschaft,adhésion,عضوية,회원,членство
memory,memoria,memwa,Erinnerung,mémoire,ذاكرة,메모리,Память
mental,mental,mantal,mental,mental,عقلي,정신적인,умственный
mention,mencionar,mansyone,erwähnen,mention,يذكر,언급하다,упомянуть
menu,menú,meni,Speisekarte,menu,قائمة طعام,메뉴,меню
mere,mero,sèlman,bloß,simple,مجرد,단지,всего лишь
merely,meramente,senpleman,lediglich,simplement,مُجَرّد,그저,просто
mess,desorden,dezòd,Durcheinander,désordre,فوضى,엉망,беспорядок
message,mensaje,mesaj,Nachricht,message,رسالة,메시지,сообщение
metal,metal,metal,Metall,métal,معدن,금속,металл
meter,metro,mèt,Meter,mètre,متر,미터,метр
method,método,metòd,Methode,méthode,طريقة,방법,метод
Mexican,mexicano,Meksiken,Mexikaner,mexicain,مكسيكي,멕시코 인,Мексиканский
middle,medio,mitan,Mitte,milieu,وسط,가운데,середина
might,podría,ta ka,könnte,pourrait,قد,~할 것 같다,мощь
military,militar,militè,Militär,militaire,جيش,군대,военный
milk,leche,lèt,Milch,lait,لبن,우유,молоко
million,millón,milyon,Million,million,مليون,백만,миллион
mind,mente,lespri,Geist,esprit,عقل,정신,разум
mine,mío,mwen,meins,le mien,مِلكِي,내 거,мой
minister,ministro,minis,Minister,ministre,وزير,장관,министр
minor,menor,minè,unerheblich,mineure,صغير,미성년자,незначительный
minority,minoría,minorite,Minderheit,minorité,أقلية,소수,меньшинство
minute,minuto,minit,Minute,minute,دقيقة,분,минута
miracle,milagro,mirak,Wunder,miracle,معجزة,기적,чудо
mirror,espejo,glas,Spiegel,miroir,مرآة,거울,зеркало
miss,extrañar,madmwazèl,vermissen,manquer,يفتقد,놓치다,скучать
missile,misil,misil,Rakete,missile,صاروخ,미사일,ракета
mission,misión,misyon,Mission,mission,مهمة,사명,миссия
mistake,error,erè,Fehler,erreur,خطأ,실수,ошибка
mix,mezcla,melanje,mischen,mélanger,مزج,혼합,смешивание
mixture,mezcla,melanj,Mischung,mélange,خليط,혼합물,смесь
mm-hmm,mm-hmm,mm-hmm,mm-hmm,mm-hmm,مم هممم,으흠,мм-хм
mode,modo,mòd,Modus,mode,وضع,방법,режим
model,modelo,modèl,Modell,modèle,نموذج,모델,модель
moderate,moderado,modere,mäßig,modéré,معتدل,보통의,умеренный
modern,moderno,modèn,modern,moderne,حديث,현대의,современный
modest,modesto,modès,bescheiden,modeste,محتشم,보통의,скромный
mom,mamá,manman,Mama,maman,أم,엄마,мама
moment,momento,moman,Moment,moment,لحظة,순간,момент
money,dinero,lajan,Geld,argent,مال,돈,деньги
monitor,monitor,kontwole,Monitor,moniteur,شاشة,감시 장치,монитор
month,mes,mwa,Monat,mois,شهر,월,месяц
mood,ánimo,atitid,Stimmung,humeur,مزاج,분위기,настроение
moon,luna,lalin,Mond,lune,قمر,달,луна
moral,moral,moral,Moral,morale,أخلاقي,도의적인,моральный
more,más,plis,mehr,plus,أكثر,더,более
moreover,además,anplis,darüber hinaus,de plus,علاوة على ذلك,게다가,более того
morning,mañana,maten,Morgen,matin,صباح,아침,утро
mortgage,hipoteca,ipotèk,Hypothek,hypothèque,القرض العقاري,저당,ипотека
most,mayoría,pi fò,am meisten,la plupart,معظم,최대,большинство
mostly,principalmente,sitou,meistens,surtout,خاصة,주로,по большей части
mother,madre,manman,Mutter,mère,الأم,어머니,мать
motion,movimiento,mouvman,Bewegung,mouvement,حركة,운동,движение
motivation,motivación,motivasyon,Motivation,motivation,تحفيز,동기 부여,мотивация
motor,motor,motè,Motor,moteur,محرك,모터,мотор
mount,montar,mòn,montieren,monter,تتعدد,산,устанавливать
mountain,montaña,montay,Berg,montagne,جبل,산,гора
mouse,ratón,sourit,Maus,souris,الفأر,생쥐,мышь
mouth,boca,bouch,Mund,bouche,فم,입,рот
move,mover,deplase,bewegen,se déplacer,يتحرك,이동하다,двигаться
movement,movimiento,mouvman,Bewegung,mouvement,حركة,움직임,движение
movie,película,fim,Film,film,فيلم,영화,фильм
Mr,Señor,mesye,Herr,M,السيد,씨,Мистер
Mrs,Señora,Madam,Frau,Mme,السّيدة,부인,Миссис
Ms,EM,Ms,MS,MS,آنسة,양,РС
much,mucho,anpil,viel,beaucoup,كثيراً,많이,много
multiple,múltiple,miltip,mehrere,plusieurs,عديد,다수의,несколько
murder,asesinato,touye moun,Mord,meurtre,قتل,살인,убийство
muscle,músculo,misk,Muskel,muscle,عضلة,근육,мышца
museum,museo,mize,Museum,musée,متحف,박물관,музей
music,música,Mizik,Musik,musique,موسيقى,음악,музыка
musical,musical,mizikal,Musical,musical,موسيقي,뮤지컬,мюзикл
musician,músico,mizisyen,Musiker,musicien,موسيقي او عازف,음악가,музыкант
Muslim,musulmán,Mizilman,Muslim,musulman,مسلم,이슬람교도,мусульманин
must,debe,dwe,muss,doit,يجب,~ 해야 하다,должен
mutual,mutual,mityèl,gegenseitig,mutuel,مشترك,상호간의,взаимный
my,mi,mwen,Mein,mon,لي,나의,мой
myself,mí mismo,tèt mwen,ich selbst,moi-même,نفسي,내 자신,сам
mystery,misterio,mistè,Geheimnis,mystère,أُحجِيَّة,신비,тайна
myth,mito,mit,Mythos,mythe,خرافة,신화,миф
naked,desnudo,toutouni,nackt,nu,عارية,적나라한,голый
name,nombre,non,Name,nom,اسم,이름,имя
narrative,narrativo,naratif,Erzählung,narratif,رواية,이야기,повествование
narrow,angosto,etwat,eng,étroit,ضيق,좁은,узкий
nation,nación,nasyon,Nation,nation,أمة,국가,нация
national,nacional,nasyonal,National,national,وطني,국가의,национальный
native,nativo,natif natal,einheimisch,indigène,محلي,토종의,родной
natural,natural,natirèl,natürlich,naturel,طبيعي,자연스러운,естественный
naturally,naturalmente,natirèlman,natürlich,naturellement,بطبيعة الحال,당연히,естественно
nature,naturaleza,lanati,Natur,nature,طبيعة,자연,природа
near,cerca,tou pre,nahe,près,قريب,가까운,около
nearby,cercano,tou pre,nahe,proche,مجاور,가까운,рядом
nearly,cerca de,preske,fast,presque,تقريبا,거의,около
necessarily,necesariamente,nesesèman,Notwendig,nécessairement,بالضرورة,필연적으로,обязательно
necessary,necesario,nesesè,notwendig,nécessaire,ضروري,필요한,необходимый
neck,cuello,kou,Nacken,cou,رقبة,목,шея
need,necesidad,bezwen,brauchen,besoin,يحتاج,필요,нуждаться
negative,negativo,negatif,Negativ,négatif,سلبي,부정적인,отрицательный
negotiate,negociar,negosye,verhandeln,négocier,تفاوض,협상하다,вести переговоры
negotiation,negociación,negosyasyon,Verhandlung,négociation,تفاوض,협상,переговоры
neighbor,vecino,vwazen,Nachbar,voisin,جار,이웃,сосед
neighborhood,vecindario,katye,Nachbarschaft,quartier,حيّ,이웃,район
neither,ni,ni,weder,ni l'un ni l'autre,لا,어느 것도 아니다,ни один
nerve,nervio,nè,Nerv,nerf,عصب,신경 이상,нерв
nervous,nervioso,nève,nervös,nerveux,متوتر,불안한,нервный
net,neto,nèt,Netz,filet,شبكة,그물,сеть
network,red,rezo,Netzwerk,réseau,شبكة,회로망,сеть
never,nunca,pa janm,niemals,jamais,أبداً,절대,никогда
nevertheless,sin embargo,kanmenm,Trotzdem,néanmoins,مع ذلك,그럼에도 불구하고,тем не менее
new,nuevo,nouvo,neu,nouveau,جديد,새로운,новый
newly,recién,fèk,neu,nouvellement,حديثا,새로운,недавно
news,noticias,nouvèl,Nachricht,nouvelles,أخبار,소식,Новости
newspaper,periódico,jounal,Zeitung,journal,جريدة,신문,газета
next,próximo,pwochen,nächste,suivant,التالي,다음,следующий
nice,lindo,bèl,Hübsch,bon,لطيف - جيد,멋진,хороший
night,noche,lannwit,Nacht,nuit,ليلة,밤,ночь
nine,nueve,nèf,neun,neuf,تسع,아홉,девять
no,No,non,NEIN,Non,لا,아니요,нет
nobody,nadie,pèsonn,niemand,personne,لا أحد,아무도,никто
nod,asentir,souke tèt,nicken,hocher la tête,إيماءة,목례,кивок
noise,ruido,bri,Lärm,bruit,ضوضاء,소음,шум
nomination,nominación,nominasyon,Nominierung,nomination,ترشيح,지명,номинация
none,ninguno,okenn,keiner,aucun,لا أحد,없음,никто
nonetheless,sin embargo,kanmenm,dennoch,néanmoins,ومع ذلك,그럼에도 불구하고,тем не менее
nor,ni,ni,noch,ni,ولا,...도 아니다,ни
normal,normal,nòmal,normal,normale,طبيعي,정상,нормальный
normally,normalmente,nòmalman,normalerweise,normalement,عادة,보통,обычно
north,norte,nò,Norden,nord,شمال,북쪽,север
northern,del Norte,nò,nördlich,nord,شمالي,북부 사투리,северный
nose,nariz,nen,Nase,nez,أنف,코,нос
not,no,pa,nicht,pas,لا,~ 아니다,нет
note,nota,Remak,Notiz,note,ملحوظة,메모,примечание
nothing,nada,anyen,Nichts,rien,لا شئ,아무것도 아님,ничего
notice,aviso,avi,beachten,avis,يلاحظ,알아채다,уведомление
notion,noción,nosyon,Vorstellung,notion,فكرة,개념,понятие
novel,novedoso,roman,Roman,roman,رواية,소설,роман
now,ahora,kounye a,Jetzt,maintenant,الآن,지금,сейчас
nowhere,en ningún lugar,okenn kote,nirgends,nulle part,في أي مكان,아무데도,нигде
n't,Nuevo Testamento,pa,nicht,NT,لا,안 돼,нет
nuclear,nuclear,nikleyè,nuklear,nucléaire,النووية,핵무기,ядерный
number,número,nimewo,Nummer,nombre,رقم,숫자,число
numerous,numeroso,anpil,zahlreich,nombreux,عديد,많은,многочисленные
nurse,enfermero,enfimyè,Krankenschwester,infirmière,ممرضة,간호사,медсестра
nut,tuerca,nwa,Nuss,noix,بندق,너트,орех
object,objeto,objè,Objekt,objet,هدف,물체,объект
objective,objetivo,objektif,Zielsetzung,objectif,موضوعي,목적,цель
obligation,obligación,obligasyon,Verpflichtung,obligation,فرض,의무,обязательство
observation,observación,obsèvasyon,Überwachung,observation,ملاحظة,관찰,наблюдение
observe,observar,obsève,beobachten,observer,يراقب,관찰하다,наблюдать
observer,observador,obsèvatè,Beobachter,observateur,مراقب,관찰자,наблюдатель
obtain,obtener,jwenn,erhalten,obtenir,يحصل على,얻다,получать
obvious,obvio,evidan,offensichtlich,évident,بديهي,분명한,очевидный
obviously,obviamente,evidamman,offensichtlich,évidemment,بوضوح,확실히,очевидно
occasion,ocasión,okazyon,Gelegenheit,occasion,مناسبات,기회,повод
occasionally,ocasionalmente,detanzantan,gelegentlich,occasionnellement,أحياناً,가끔,изредка
occupation,ocupación,okipasyon,Beruf,profession,إشغال,직업,занятие
occupy,ocupar,okipe,besetzen,occuper,تشغل,점유하다,занимать
occur,ocurrir,rive,geschehen,se produire,يحدث,발생하다,происходить
ocean,océano,oseyan,Ozean,océan,محيط,대양,океан
odd,extraño,enpè,seltsam,impair,غريب,이상한,странный
odds,impares,chans,Chancen,chances,احتمال,승산,шансы
of,de,nan,von,de,ل,~의,из
off,apagado,koupe,aus,désactivé,عن,끄다,выключенный
offense,ofensa,ofans,Delikt,infraction,جريمة,위반,преступление
offensive,ofensivo,ofansif,beleidigend,offensant,جارح,공격,оскорбительный
offer,oferta,ofri,Angebot,offre,يعرض,권하다,предложение
office,oficina,biwo,Büro,bureau,مكتب,사무실,офис
officer,oficial,ofisye,Offizier,officier,ضابط,장교,офицер
official,oficial,ofisyèl,offiziell,officiel,رسمي,공식적인,чиновник
often,a menudo,souvan,oft,souvent,غالباً,자주,часто
oh,Vaya,oh,Oh,Oh,أوه,오,ой
oil,aceite,lwil oliv,Öl,huile,زيت,기름,масло
ok,OK,ok,OK,d'accord,نعم,좋아요,хорошо
okay,bueno,Dakò,Okay,d'accord,تمام,좋아요,хорошо
old,viejo,fin vye granmoun,alt,vieux,قديم,오래된,старый
Olympic,olímpico,Olympic,olympisch,olympique,الأولمبية,국제 올림픽 경기 대회,Олимпийский
on,en,sou,An,sur,على,~에,на
once,una vez,yon fwa,einmal,une fois,مرة واحدة,한 번,один раз
one,uno,youn,eins,un,واحد,하나,один
ongoing,en curso,kontinyèl,fortlaufend,en cours,جاري التنفيذ,전진,непрерывный
onion,cebolla,zonyon,Zwiebel,oignon,بصلة,양파,лук
online,en línea,sou entènèt,online,en ligne,متصل,온라인,В сети
only,solo,sèlman,nur,seulement,فقط,오직,только
onto,sobre,sou,auf zu,sur,على,위에,на
open,abierto,louvri,offen,ouvrir,يفتح,열려 있는,открыть
opening,apertura,ouvèti,Öffnung,ouverture,افتتاح,열리는,открытие
operate,funcionar,opere,arbeiten,fonctionner,العمل,작동하다,действовать
operating,operando,opere,Betriebs,en fonctionnement,التشغيل,운영 중,действующий
operation,operación,operasyon,Betrieb,opération,عملية,작업,операция
operator,operador,operatè,Operator,opérateur,المشغل أو العامل,운영자,оператор
opinion,opinión,opinyon,Meinung,avis,رأي,의견,мнение
opponent,adversario,advèsè,Gegner,adversaire,الخصم,상대,противник
opportunity,oportunidad,opòtinite,Gelegenheit,opportunité,فرصة,기회,возможность
oppose,oponerse a,opoze,ablehnen,s'opposer,يعارض,대들다,выступать против
opposite,opuesto,kontrè,Gegenteil,opposé,عكس,반대,противоположный
opposition,oposición,opozisyon,Opposition,opposition,معارضة,반대,оппозиция
option,opción,opsyon,Möglichkeit,option,خيار,옵션,вариант
or,o,oswa,oder,ou,أو,또는,или
orange,naranja,zoranj,orange,orange,البرتقالي,주황색,апельсин
order,orden,lòd,Befehl,commande,طلب,주문하다,заказ
ordinary,común,òdinè,normal,ordinaire,عادي,평범한,обычный
organic,orgánico,òganik,organisch,organique,عضوي,본질적인,органический
organization,organización,òganizasyon,Organisation,organisation,منظمة,조직,организация
organize,organizar,òganize,organisieren,organiser,تنظم,정리하다,организовать
orientation,orientación,oryantasyon,Orientierung,orientation,توجيه,정위,ориентация
origin,origen,orijin,Herkunft,origine,أصل,기원,источник
original,original,orijinal,Original,original,إبداعي,원래의,оригинальный
originally,originalmente,orijinèlman,ursprünglich,initialement,في الأصل,원래,изначально
other,otro,lòt,andere,autre,آخر,다른,другой
others,otros,lòt moun,Andere,autres,آحرون,다른 사람,другие
otherwise,de lo contrario,otreman,ansonsten,sinon,خلاف ذلك,그렇지 않으면,в противном случае
ought,debería,dwe,sollte,devrait,ينبغي,영,должен
our,nuestro,nou,unser,notre,ملكنا,우리의,наш
ourselves,nosotros mismos,tèt nou,uns selbst,nous-mêmes,أنفسنا,우리 스스로,мы сами
out,afuera,soti,aus,dehors,خارج,밖으로,вне
outcome,resultado,rezilta,Ergebnis,résultat,حصيلة,결과,исход
outside,afuera,deyò,draußen,dehors,الخارج,밖의,снаружи
oven,horno,fou,Ofen,four,فرن,오븐,печь
over,encima,sou,über,sur,زيادة,~ 위에,над
overall,en general,an jeneral,gesamt,dans l'ensemble,إجمالي,전반적인,общий
overcome,superar,simonte,überwinden,surmonter,يغلب,극복하다,преодолеть
overlook,pasar por alto,neglije,übersehen,négliger,تطل,간과하다,игнорировать
owe,deber,dwe,verdanken,devoir,يدين,빚지다,быть должным
own,propio,pwòp,eigen,propre,ملك,소유하다,собственный
owner,dueño,pwopriyetè,Eigentümer,propriétaire,مالك,소유자,владелец
pace,paso,vitès,Tempo,rythme,خطوة,속도,шаг
pack,embalar,pake,Pack,paquet,علية,팩,пакет
package,paquete,pake,Paket,emballer,طَرد,패키지,упаковка
page,página,paj,Seite,page,صفحة,페이지,страница
pain,dolor,doulè,Schmerz,douleur,ألم,통증,боль
painful,doloroso,douloure,schmerzlich,douloureux,مؤلم,괴로운,болезненный
paint,pintar,penti,malen,peinture,طلاء,페인트,краска
painter,pintor,pent,Maler,peintre,دهان,화가,художник
painting,cuadro,penti,Malerei,peinture,تلوين,그림,рисование
pair,par,pè,Paar,paire,زوج,쌍,пара
pale,pálido,pal,blass,pâle,باهت,창백한,бледный
Palestinian,palestino,Palestinyen,palästinensisch,palestinien,فلسطيني,팔레스타인 사람,палестинский
palm,palmera,palmis,Palme,palmier,نخل,손바닥,ладонь
pan,cacerola,chodyè,Pfanne,poêle,مِقلاة,팬,кастрюля
panel,panel,panèl,Panel,panneau,لوحة,패널,панель
pant,pantalón,pantalon,keuchen,haleter,يلهث,바지,брюки
paper,papel,papye,Papier,papier,ورق,종이,бумага
parent,padre,paran,Elternteil,parent,الأبوين,부모의,родитель
park,parque,pak,Park,parc,حديقة,공원,парк
parking,estacionamiento,pakin,Parken,parking,موقف سيارات,주차,стоянка
part,parte,pati,Teil,partie,جزء,부분,часть
participant,partícipe,patisipan,Teilnehmer,participant,مشارك,참가자,участник
participate,participar,patisipe,teilnehmen,participer,يشارك,참가하다,участвовать
participation,participación,patisipasyon,Beteiligung,participation,مشاركة,참여,участие
particular,particular,patikilye,besondere,particulier,خاص,특정한,особый
particularly,particularmente,patikilyèman,insbesondere,particulièrement,خصوصًا,특히,особенно
partly,parcialmente,an pati,teilweise,partiellement,جزئيا,부분적으로,частично
partner,pareja,patnè,Partner,partenaire,شريك,파트너,партнер
partnership,camaradería,patenarya,Partnerschaft,Partenariat,شراكة,협력 관계,партнерство
party,fiesta,pati,Party,faire la fête,حزب,파티,вечеринка
pass,aprobar,pase,passieren,passer,يمر,통과하다,проходить
passage,paso,pasaj,Passage,passage,ممر,통로,проход
passenger,pasajero,pasaje,Passagier,passager,راكب,승객,пассажир
passion,pasión,pasyon,Hingabe,passion,عاطفة,열정,страсть
past,pasado,sot pase,Vergangenheit,passé,ماضي,과거,прошлое
patch,parche,plak,Patch,correctif,رقعة,반점,пластырь
path,camino,chemen,Weg,chemin,طريق,길,путь
patient,paciente,pasyan,geduldig,patient,مريض,인내심 있는,пациент
pattern,patrón,modèl,Muster,modèle,نمط,무늬,шаблон
pause,pausa,pran yon poz,Pause,pause,يوقف,정지시키다,Пауза
pay,pagar,peye,zahlen,payer,يدفع,지불하다,платить
payment,pago,peman,Zahlung,paiement,قسط,지불,оплата
PC,ordenador personal,PC,PC,PC,الكمبيوتر,PC,ПК
peace,paz,lapè,Frieden,paix,سلام,평화,мир
peak,cima,pik,Gipfel,culminer,قمة,정점,вершина горы
peer,par,kanmarad,Peer,pair,نظير,또래,вглядеться
penalty,multa,penalite,Strafe,peine,جزاء,패널티,штраф
people,gente,moun,Menschen,personnes,الناس,사람들,люди
pepper,pimienta,pwav,Pfeffer,poivre,الفلفل,후추,перец
per,por,pou chak,pro,par,لكل,당,за
perceive,percibir,wè,wahrnehmen,percevoir,يتصور,감지하다,воспринимать
percentage,porcentaje,pousantaj,Prozentsatz,pourcentage,نسبة مئوية,백분율,процент
perception,percepción,pèsepsyon,Wahrnehmung,perception,تصور,지각,восприятие
perfect,perfecto,pafè,perfekt,parfait,ممتاز,완벽한,идеальный
perfectly,perfectamente,parfe,perfekt,à la perfection,تماما,아주,в совершенстве
perform,llevar a cabo,fè,ausführen,effectuer,يؤدي,공연하다,выполнять
performance,actuación,pèfòmans,Leistung,performance,أداء,성능,производительность
perhaps,tal vez,petèt,vielleicht,peut-être,ربما,아마도,возможно
period,período,peryòd,Zeitraum,période,فترة,기간,период
permanent,permanente,pèmanan,dauerhaft,permanent,دائم,영구적인,постоянный
permission,permiso,pèmisyon,Erlaubnis,autorisation,إذن,허가,разрешение
permit,permiso,pèmi,erlauben,permis,يسمح,허용하다,разрешать
person,persona,moun,Person,personne,شخص,사람,человек
personal,personal,pèsonèl,persönlich,personnel,شخصي,개인의,личный
personality,personalidad,pèsonalite,Persönlichkeit,personnalité,شخصية,성격,личность
personally,personalmente,pèsonèlman,persönlich,personnellement,شخصيا,몸소,лично
personnel,personal,pèsonèl,Personal,personnel,شؤون الموظفين,인원,персонал
perspective,perspectiva,pèspektiv,Perspektive,perspective,وجهة نظر,관점,перспектива
persuade,persuadir,konvenk,überreden,persuader,يقنع,설득하다,убеждать
